image_path,season,subcategory
data/raw/DeepArmocromia/train/autumn/deep/cindy crawford 8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/18936.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/29542.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Jessica Alba1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/belen rodriguez  7.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/meghan markle 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Jennifer garner 1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/kaia gerber 7.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Shay Mitchell.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/7591.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/14207.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/5057.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Ashley Graham 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/5575.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/kaia gerber 9.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/18390.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Elisabetta Canalis.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Gal Gadot 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/zendaya 11.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13933.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 6.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/melissa satta 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/jennifer lopez 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/4886.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Theo James.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13212.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/28886.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/6832.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/zendaya 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/8704.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/meghan markle 8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/elodie 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/cecilia rodriguez 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12620.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Belen-Rodriguez 10.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/17866.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Gal Gadot 2.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Alessandra Ambrosio 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12062.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/27758.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/cindy crawford 8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/9696.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Ashley Graham 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/18936.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/CindyCrawford10.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Halle berry 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/jennifer lopez  8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/17217.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/elodie 10.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 6.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/27871.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Kerry washington 2.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Ashley Graham 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/16551.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/730.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/3510.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/15320.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Alessandra Ambrosio 10.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/2765.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12962.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13232.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/8183.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/22408.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/cindy-crawford 11.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12982.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/lorena cesarini 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/4965.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13212.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/21720.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/zendaya 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/6723.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/1210.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/730.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/15027.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/7591.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/belen rodriguez  4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/4788.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Theo James1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Jennifer-Garner 2.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Gabrielle Caunesil1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/5418.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/cecilia rodriguez 6.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/eva mendes 6.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Alessandra Ambrosio 8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/18731.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/4886.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/serena rossi  5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/zendaya 6.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/kaia gerber 7.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/26962.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/belen rodriguez  3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12620.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Jeffrey Dean Morgan AUTUNNO DEEP.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/14841.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/melissa satta 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/15320.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13933.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/22889.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12897.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/lorena cesarini 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/18716.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/1210.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/cindy crawford 6.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/8465.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12386.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/11438.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/1210.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/17217.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/26689.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/15060.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/17164.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/jennifer lopez 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/elisabetta canalis 7.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/9420.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13232.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/29887.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/jessica alba 6.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/28319.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Emily Ratajkowski.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/29029.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Gabrielle Caunesil.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/6668.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/5418.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12148.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Emily Ratajkowski.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/15027.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/cindy crawford 9.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Belen-Rodriguez 10.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/15102.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/6050.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/8230.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13479.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/1210.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/18936.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/17265.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/14841.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/9632.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13081.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/19324.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/20118.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/28148.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Lorena Cesarini AUTUNNO DEEP.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/17712.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/2981.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/17265.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Shay Mitchell.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/7933.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Alessandra Ambrosio 8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/kaia-gerber 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/lorena-cesarini5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/9420.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12386.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/19324.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/25041.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Lorena Cesarini1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/17712.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/8465.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Theo James1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/4244.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Lorena Cesarini1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/zendaya 6.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Lorena Cesarini1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13212.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/29887.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Lorena Cesarini1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/6832.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Eva Mendes.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12178.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/zendaya 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/elodie 9.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/4759.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/17265.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/17760.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Eva Mendes.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 6.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Alessandra Ambrosio 8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12620.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/9420.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/28148.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/mila kunis 9.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/18495.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/26361.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/theo james 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/jessica alba 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Jeffrey Dean Morgan AUTUNNO DEEP.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13685.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/27871.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/22290.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Gal Gadot 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/28148.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/10306.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/kaia gerber 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Ashley Graham 7.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/belen rodriguez  4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Lorena Cesarini.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/29887.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Lorena_Cesarini 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/27253.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/20118.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/2342.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Ashley Graham 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13933.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/serena rossi 8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/2342.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/18716.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/6346.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/22821.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/8230.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/26168.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/elodie 10.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/cindy-crawford 11.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Halle berry 1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/981.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/14374.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/20202.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Ashley Graham 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/kaia gerber 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13933.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Rossella Migliaccio1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/9043.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/6832.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/27758.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/elodie 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/belen rodriguez  9.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Alessandra Ambrosio1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/9420.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/8183.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/19324.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/serena rossi 8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/27758.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/jennifer lopez  8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/kaia gerber 7.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/kaia-gerber 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/zendaya 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/21853.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/6239.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13081.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12497.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Lorena Cesarini1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 10.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/elodie 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/serena rossi  5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Rossella Migliaccio1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/19169.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/27253.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/elodie 10.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell  4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/elodie 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/21720.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/jennifer lopez  8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/cindy crawford 7.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/6239.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/kaia gerber 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/zendaya 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/jessica alba 8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/27758.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/7591.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/13721.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/8230.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Jennifer-Garner 2.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/emily ratajkowski  7.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12992.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/9834.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/gabrielle caunesil 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/28593.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/emily ratajkowski  3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Jessica Alba1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/jennifer lopez 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/14841.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/19130.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/2661.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/jessica alba 8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/15102.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Ashley Graham 7.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Emily Ratajkowski.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/jessica alba 9.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/27758.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/serena rossi 8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Cindy Crawford.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/4886.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/7098.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/298.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/gabrielle-caunesil 4.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Alessandra Ambrosio 8.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/12178.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/gabrielle caunesil 5.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/22320.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/7530.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 3.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/19324.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/Alessandra Ambrosio1.png,autumn,deep_autumn
data/raw/DeepArmocromia/train/autumn/deep/27871.png,autumn,deep_autumn
